question,answer,srno
"When a Public building, land or other property is licensed to a person not in the service of Government, the full assessed Licence fee must be recovered in advance.",,02:
"The recovery of Licence fee from Government servants, occupying residential buildings will be made either in cash or by deduction from their pay bills through their disbursing officer concerned.",,03:
"Where licence fee is recoverable in cash, a bill in suitable form should be sent to the licensee on or before the last day of each month. The Licensee should be required to pay the licence fees before the expiry of the following month.",,04:
"When recoveries of Licence fees are to be effected through a disbursing officer, a demand in Form 48, Statement of Licence Fees recoverable in cash or by deduction from Pay Bills, should be sent, in duplicate, before the close of each month to that officer who will make the necessary recoveries and return one copy of the statement, duly completed.",,05:
"In cases of cash recovery from Government Servants, the Divisional Office should obtain from the disbursing officers, a certified statement in Form 48.",,06:
"Amounts recovered by deduction from Pay Bills of Government servants under the Payment control of Civil Pay and Accounts Officer will not be passed on to the Divisional Officer for adjustment in the Divisional Accounts. The Pay and Accounts Officer in whose circle, the recoveries are made will credit the revenue heads (and canals etc.) concerned direct.",,07:
"The Divisional Officer should, however, credit the accounts of the Licensees in the Register of Licence Fees of buildings and lands, Form 49",,08:
Remission of irrigation revenue allowed before collection should be treated as reductions of demands.,,09:
"Cash repayments of revenue actually collected and brought to account under the Major Heads 0059 Public Works, 0216 Housing, 1054 Roads and Bridges or Irrigation Major heads concerned should be accounted for under the minor head “900 Deduct-Refunds” of the Revenue head concerned.",,10:
"Before a remission or refund of any kind, otherwise in order, is allowed, the original demand or realisation, as the case may be, should be traced and a reference to the remission or repayment should be so recorded against the original entry in the cash book and other accounts",,11:
"All revenue receipts of the division should be classified and abstracted in a Register of Revenue, Form 46, maintained in the Divisional Office.",,12:
"The receipts relating to each project, for which a separate capital account is kept should be registered separately and all the other receipts pertaining to a major head should be booked collectively.",,13:
"A register in Form 49 (Register of Licence fees of Buildings and Lands) should be maintained in the Divisional Office to show the monthly assessments, realizations and balances of rents, of all residential buildings",,14:
Licence fee free quarters for Group’D’ employees need not be entered in this register except when allotted to persons from whom licence fees is recoverable.,,15:
"Nor need rest-houses and other travellers’ bungalows be entered, although licence fees receipts from them are also treated as licence fees of buildings which are required to be booked under the heads “Rent/licence fees”",,16:
"If a building is actually occupied prior to closing the accounts of expenditure on its construction, acquisition or equipment, liccence fee is nevertheless chargeable from the date of occupancy and should, therefore, be fixed provisionally with the sanction of competent authority.",,17:
The Licence fee for Government residential buildings shall be revised once in three years by the Directorate of Estates.,,18:
"Cash refunds of licence fees realized should be shown separately as minus realizations in the Register of Licence Fee of Buildings and Lands, and thus distinguished from the gross realization of licence fees",,19:
