question,answer,srno
Direct booking of expenditure by agent Min/Dept. against the Demands for Grants of the functional Ministry;,Procedure of inter- Govt./Deptt. Adjustment,01:
"Issue of advices to RBI, CAS, Nagpur; and",,02:
Cash settlement.,,03:
Transactions arising in the accounts of the PAO which are adjusted by the accounts officer of another government/department on cash settlement basis shall be accounted under,8658-PAO Suspense,04:
"After daily compilation is completed, such transactions shall be posted by the P.A.O. on daily basis in the Outward Claims Register in Form ,",CAM 53,05:
The Outward Claims Register shall be closed at the end of each month except,March,06:
"If the account closes with some amount due to the other party, a bill should be prepared for the net amount due and sent to the cheque section for obtaining a cheque in favour of the Accounts Officer of the Government/Department concerned.",Minus Cr 8658,07:
The cheque will be sent to the concerned party along with necessary schedules and vouchers in support of the transactions in Form,CAM 54,08:
"when payments on behalf of the other Government/Department are more than the receipts from them during the month, the schedules with supporting vouchers etc. should be sent to the other accounts officer, demanding payment through cheque.",,09:
"The recoveries from salary bills on account of income tax, surcharge, CGHS contributions, licence fees for government quarters, education cess, service tax, contributions towards defined contribution pension scheme, CGEGIS and PLI premia etc will not be passed on to the Accounts Officers of the concerned Min/Dept.",Direct Booking of Recoveries,10:
"These recoveries will be credited in the books of PAOr to appropriate final head of account, and included in the final compiled account rendered to the Principal Accounts Office.",,11:
"The accounts rendered by the Principal Accounts Office of the Min/Dept. to the Controller General of Accounts, will include the credits adjusted under these heads.",,12:
"Recoveries on account of Provident Fund or loans and advances in respect of other than Central (Civil) Min/Dept., will be initially booked under PAO Suspense head, and then cleared by remittance of cheque/draft as per the prescribed procedure.",,13:
Recovery made from pay bill towards Provident Fund subscription adjustable in the books of another Accounts Officer :,Dr-8670 Cr-8658,14:
"When the cheque is issued in favour of the other accounts officer, schedule of Debit or Credit received in Form CAM -54 will serve the purpose of bill. The accounting entry will be as",(-) Cr 8658 Cr-8670,15:
"A Register of Inward Claims will be maintained to watch the settlement of accounts and claims from other accounts offices, with separate folios used for claims received from different Governments/Departments in Form",CAM 55,16:
The PAOs may directly raise the Outward claims that require to be settled with State Accountants General.,,17:
"But the outward claims of State Accountants General which as a special arrangement are required to be settled with PAOs, may be routed through the concerned Principal Accounts Office, except those relating to expenditure etc. on",National Highways,18:
Outward claims of G.P.F. pertaining to State Govt. or U.T. employees on deputation with Central Government will be settled directly with the authority responsible for maintenance of GPF account of the employees.,,19:
"Normally, reimbursement of transactions arising during a month, or last week of a month in the case of Supply Department, is claimed by the",First week of the following month.,20:
"All the Accounts Officers in Civil Ministries, State AG Railways, Defence, P&T should endeavour to settle transactions arising during the first 3 weeks of March, by raising debits duly supported with vouchers and schedules etc. against the Accounts Officers concerned at",weekly intervals,21:
"For the debits or payments arising on or after 25th of March of the year, a telegraphic/fax intimation indicating the net amount of claim to be reimbursed, briefly indicating the nature of the transaction should be sent to the concerned AO",,22:
"Since payments against such telegraphic/fax intimations are envisaged to be made even where details are not received by the responding Accounts Officers,",Supporting document by 10th April or before,23:
"Where the debits supported by the vouchers are received in the succeeding financial year, but before March (Supplementary) accounts are closed, the Accounts Officer to whom the debits pertain shall accept and respond to the inward debit claim by issuing a cheque.",,24:
"He should in such cases, debit the suspense head P.A.O. suspense, in the accounts of the year in which the debit is received.",,25:
"A transfer entry shall simultaneously be inserted in the March (supplementary) accounts of the preceding year, by debiting the final head of expenditure and minus debiting the head 'P.A.O. Suspense'.",,26:
"Where one Ministry /Department utilizes the services of another Central Ministry /Department as an executing agency, the FA/Pr. CCA/CCA issues annual budget allocation letter",,27:
A copy of such sanction has to be endorsed to the Accounts Officer of the functional department to enable him to keep a note of this in the Expenditure Control Register maintained by him.,,28:
The PAO of the executing Ministry will book the expenditure under the relevant expenditure head against the Demands for Grants of the functional Min/Dept. and furnish the monthly and progressive figures of expenditure to the Pr. Accounts Office of the functional Min/Dept.,,29:
"The Principal Accounts Offices of both agent and functional Min/Dept. will conduct annual reconciliation of expenditure, before preparing their Statement of Central Transaction and Appropriation Accounts respectively.",,30:
"The expenditure incurred by the Divisional Officers on behalf of other Civil Min/Dept. for which provision has not been made under the Grants of C.PW.D. will be booked directly under the final head,",,31:
"The expenditure incurred on behalf of non-civil Ministries / other Governments will be booked under the Suspense head ""8658-Suspense Accounts-107-Cash Settlement Suspense Account.",,32:
"The claim for reimbursement of monthly expenditure will be made simultaneously by the Division against the concerned Accounts Officer of the non-civil Min/Dept. or Accountant General of the State, as the case may be",To be settled within a week of receipt,33:
"In the month of March, the Divisional Officer will send an extra copy of the â€˜Schedule of Works Expenditureâ€™ to his PAO who will certify that the total expenditure for the year forward this certified Schedule to the concerned PAO/AG",,34:
Responsible to watch the realisation of the payments from the concerned PAO/State AG to clear the suspense head in his books.,DO originating debit,35:
"Responsible to ensure that the expenditure incurred on the work does not exceed the administrative approval, technical sanctions and appropriation of funds, either originally sanctioned or subsequently revised.",,36:
CCA & PAO Dept. of Supply & Authorised to recover the cost of stores for which they initially made payments.,,37:
"PAOs of Department of Supply will remit directly advise the Reserve Bank of India (C.A.S), Nagpur to effect transfer of funds from other Govt./Department",,38:
(i) 8786-Adjusting of account between Central and State Governments (ii) 8787-Adjusting of Account with Railways (iii) 8788-Adjusting of Account with Posts (iv) 8789-Adjusting of Account with Defence (v) 8795-Adjusting of Account with Telecommunications,Adjusting Heads,39:
The banking business of Governments of Jammu and Kashmir and Sikkim is not conducted by the Reserve Bank of India. Recoveries on account of supplies to these State Governments shall be resorted to cheque/bank draft,State of J&K is divided into 2 UTs,40:
"The PAO, Supply, will send advices to CAS, RBI Nagpur, and send a copy of the advice duly supported with vouchers and other necessary details to the Accounts Officers of the Department of the consignee concerned on a",Weekly basis,41:
"They shall ensure that such advices are sent telegraphically to the Central Accounts Section, Nagpur, so as to reach them by the",15th April or date as prescribed by RBI,42:
"In respect of payments made abroad by the Indian Missions, which require cash settlement with other accounts authorities, the Disbursing Officers should send to the",PAO (DEA) on a weekly basis,43:
"there will be no book transfers and the Department importing goods shall pay the customs duty by cheque, drawn in favour of the Chief Accounts Officer of the Customs House concerned.",,44:
"Dividend payable by Railways in lieu of tax on railway passenger fares every month to Central Revenues, and creditable to DEA, MOF",Payment by Railway to DEA through Advice to RBI,45:
"Payment of loans to Railways from General Revenues, repayment of loans by Railways including recovery of interest on loans and advances to employees of Railways adjustable by DEA.",,46:
"Proforma Adjustment through Finance Accounts, i.e. without effecting monetary settlement through the Reserve Bank may be authorised by",CGA,47:
"Cases in which normal mode of settlement is through RBI, CAS, Nagpur i.e. (i) Settlement between Railways, P&T and Defence departments inter-se (ii) Settlement between Railways and CCA, DEA could not be effected before 15th April or as per date specified by RBI.",Conditions for Proforma Adjustment,48:
Aggregate amount of the transactions to be adjusted between the accounting units is Rs. 5 lakhs and above (gross credit or gross debit).,,49:
"The proposal reaches the CGA before the prescribed date, in terms of the schedule for closing of annual accounts laid down by the him",,50:
The payment of dividends and interest on State Railway Provident Fund balances by the Ministry of Railways to Central Revenues shall therefore be settled on 'proforma' basis outside the books of the RBI,,51:
Monetary settlement will not be resorted for transactions on account of supplies made or services rendered by one Government to another for claims up,Rs. 1000/- in each case GFR 2017-Rs. 100000/-,52:
"claims relating to commercial departments/undertakings of a Government, monetary settlement will be carried out, irrespective of the amount involved through cheque/DD",Exception to exemption,53:
"Min/Dept. of Central Government will arrange payment of loans and grants-in-aid as well as payment of States' share of income tax, Union excise duty, etc. through their",Principal Accounts Offices.,54:
"The Principal Accounts Offices will arrange to credit the balance of State Government (except J&K and Sikkim) by debit to their Min/Dept. accounts through CAS, RBI",Dr-FH 3601/3602/7601 Cr-8658 RBI Suspense,55:
"A copy of the advice will be sent to the concerned A.G. or the Chief Accounting Authority of the State also, in cases where the accounts have been separated from audit,",Cr-3601/3602/7601 Dr-8658-RBI Sus,56:
On receipt of the Clearance Memo from the Central Accounts Section of the Reserve Bank,(-) Cr-8658 RBI Sus Cr-8675 RBI Deposit,57:
Repayment of loans and payment of interest on it by the State Governments (except Jammu and Kashmir and Sikkim) for loans received from the Government of India will be arranged by the State AG or the Chief Accounting Authority of the State.,Through advice to RBI,58:
