question,answer,srno
"When works already constructed or land already purchased, are transferred free of charge to local bodies, no readjustment of the amounts of cost is necessary.",,02:
"For every Non-Government Work there must be a duly sanctioned detailed estimate of requisition as the case may be, in the same way as for a Government Work.",,03:
"Works pertaining to Irrigation, Navigation and Drainage Works (Commercial) are not treated as Non-Government Work",,04:
the local body or other party concerned should advance the gross estimated expenditure,,05:
"The amount received should be credited in the accounts to the head “108 – Public Works Deposits” under the Major Head 8443 – Civil Deposits”,",,06:
In case of autonomous bodies financed entirely from Government funds where the receipt of money is assured only 1/3rd of the estimated cost of a particular work need be got deposited as advance,,07:
Thereafter expenditure incurred may be got reimbursed through monthly bills. The deposit of 1/3rd obtained earlier should be retained for adjustment against the last portion of the estimated expenditure.,,08:
"A consolidated record of the transactions of a month relating to all Deposit Works of the Division should be prepared in Form 65, Schedule of Deposit Works.",,09:
"Refunds of unexpended balances of completed works should be taken in reduction of the deposits and therefore, shown in the schedule as minus realizations and not as expenditure.",,10:
"All payments of “decretal amounts” pertaining to “Deposit Works” should be charged on the Consolidated Fund of India under the minor head 799 Suspense, Sub-head “Miscellaneous Work Advance” Detailed Head – Other items subordinate to the relevant major head.",,11:
These should simultaneously be transferred to the Deposit Work concerned by debit to “108 - P.W. Deposits – Deposits for work other than Takavi Works to be done” if sufficient funds are available or to Miscellaneous P.W. Advances – Expenditure incurred on Deposit Works in excess of deposits received,,12:
"The amount of each deposit should be rateably divided into two parts: (i) the share available for works expenditure and (ii) the other the total amount chargeable as establishment, tools and plants, audit and accounts and pensionary charges,",,13:
The percentages leviable should be adjusted month by month as the works expenditure is incurred.,,14:
Expenditure on a local loan work should be accounted for under the head “Loans and Advances pertaining to the Functional Major Head concerned”.,,15:
"The same should be shown in the Schedule of Debits to Miscellaneous heads of Account, Form 76 supported by a Schedule of Works expenditure in CPWA Form 64.",,16:
All charges debitable to a loan should be brought to account as they occur so that the interest charges may be correctly calculated and adjusted in the Pay and Accounts Office.,,17:
If the amount due on Takavi Works is not received in cash direct from Interested persons (cultivators) it is recoverable through the District and Revenue Authorities in the same way as arrears of Land Revenue.,,18:
"The transactions relating to Takavi Works should be recorded under Sub-head “Takavi Works Advances, under 8550 – Civil Advances, 103 - Other Departmental Advances”.",,19:
"They should be accounted for in the Schedule of Takavi Works, Form 66",,20:
"Ordinary maintenance and repair works should, however, be considered as completed on the 31st October of each year (or any other date that may be prescribed by the Administrative Ministry/Administrator concerned, as the last date of the takavi year)",,21:
"expenditure thereon incurred subsequently should be accounted for as pertaining to a new work of the following year,",,22:
On receipt back of the duly accepted duplicate copy of demand from District authority should be credited on the authority of it to the Takavi Works Advances account by debit to the detailed head ‘Cultivators’ subordinate to the relevant functional major head for loans and programme minor head under “F Loans and Advances”,,23:
