question,answer,srno
"Not to be treated as cash. (1) Government securities, (2) deposit receipts of banks other than those referred to in the above para, (3) debentures and (4) bonds, accepted as security deposit.",,02:
"If a cheque drawing D.D.O., receives information from the Pay and Accounts Officer that moneys have been incorrectly withdrawn and that a certain sum should be recovered in respect of any bill passed by him, he shall effect the recovery without delay and without regard to any correspondence undertaken or contemplated with reference to the retrenchment order; and he shall, without delay, repay the sum in such manner as the Accounts Officer may direct.",,03:
The first (interim) letter of credit to be opened in favour of a cheque drawing Divisional Officer at the beginning of the Financial year will cover the amount to the extent of one-sixth of the authorized Budget allocation to each Division.,,04:
"On the basis of the Budget allotment communicated by the Budget Section/Finance Division of the Ministry, the Head of the Department, will make distribution of the allotment among the drawing and disbursing officers under his control, under intimation to Pay and Accounts Officers and the central LOC Cell.",,05:
LOC Cell will issue the amount of assignment from April to September of the financial year upto 80 % of Budget Grants allocated to the Divisions.,,06:
Second LOC will be submitted by the C.P.W. Divisions not later than 10the June every year.,,07:
"Unless pointed out by the Executive Engineer(EE) concerned, no reduction on account of Security Deposit and / or Departmental charges will be made by the LOC cell.",,08:
The third LOC will be issued by October for any new Works authorised or new Deposits received. For this purpose proposals will be submitted by 15th September along with the reconciliation statement upto the end of August of the financial year.,,09:
"The fourth LOC will be issued upto the last working day of January which also takes into account the Revised Estimates, Supplementary Demands etc.",,10:
The fifth and final LOC will be issued on 15th of March indicating final adjustment for which demand should be received by 10th March for the Division located at New Delhi and by the 5th March for outstation Divisions. No further LOC for the Financial Year will be issued by the LOC Cell after 15th March.,,11:
The cheque actually issued during the last L.O.C but presented for payment during the period of Ist L.O.C (within the period of validity) will be taken by the banks against the assignment of the year in which they were drawn and not against the assignments of the year in which they are paid.,,12:
Bills for payment of long term loans and advances and withdrawals from provident fund (in respect of Government servants other than Group ‘D’) will be submitted to the Zonal Pay & Accounts Officer for pre-check and payment by cheques/bank drafts. Such payments should not be made by the Divisional Officers by issue of cheque against their assignment.,,13:
"There is no bar on cheques being drawn for less than Rs. 10. However, petty sums and the wages of labourers and establishment charged directly to works (excluding such categories of work-charged establishment, as are borne on regular establishment of the Department) should be paid in cash.",,14:
All cheques in Divisional office drawn for Rs. 10 Lakh and above shall bear two signatures. The second signatory shall be the Divisional Accountant or any other senior most official as may be nominated by the Chief Controller of Accounts.,,15:
"Whenever a new cheque book is brought into use, the Divisional Officer should intimate the number of the cheque books and the serial numbers of the cheaue forms contained therein to the bank as well as to the Pay and Accounts Office.",,16:
The cancelled cheque should not be destroyed but be treated as Voucher / Sub-Voucher for issuing a fresh cheque in lieu thereof and the fact for issuing fresh cheque should be mentioned on the voucher i.e. the cancelled cheque.,,17:
"If a cheque remaining unpaid for more than six months after the month of its issue and not surrendered for renewal/cancellation it should be cancelled in the manner indicated in Rule 47(1)(iii) of CGA(R&P) Rules, 1983. The practice of Revalidation of cheques has been dispensed with.",,18:
"If a request is received by the cheque drawing Divisional Officer for issue of a fresh cheque in lieu of a cheque which is alleged to have been lost, within a period of one year from the date of issue of original cheque, he should send an intimation by registered post (acknowledgement due) to the bank drawn upon regarding the alleged loss of cheque and advise it to stop payment if the cheque is presented for payment thereafter.",,19:
"If the currency of the cheque has not expired in terms of Rule 45 of CGA (R&P) Rules,1983 at the time of sending such an intimation, the bank shall acknowledge in writing",,20:
"In case, however, the currency of the cheque alleged to have been lost has expired when the intimation regarding the loss of the cheque is sent to the bank, no acknowledgement of the “Stop payment order” may be insisted upon from the bank;",,21:
