question,answer,srno
"The agency that shall arrange to lay before both the Houses of Parliament, an Annual Financial Statement also known as the â€˜Budgetâ€™",Ministry of Finance,01:
Annual Financial Statement or the â€˜Budget contains,Estimated receipts and expenditure of the Central Government for ensuing financial year.,02:
"With the merger of Railway Budget with General Budget , the Budget Estimates of Railways shall also be part of the General Budget from year",17-18,03:
The estimating authorities shall give Major Head break-up of the Minor/Subhead/ Detailed wise estimate along with actuals of the past,3 years,04:
The accounting heads under which major tax and non-tax revenues are collected shall be prescribed by Administrative Ministry in consultation with the,Budget Division (Ministry of Finance),05:
"The tax revenues, non-debt capital receipts including disinvestments and borrowings are managed by",Departments under Ministry of Finance,06:
The non-tax revenues are collected through,Ministries/Departments,07:
Type of revenue under which User charges falls is,Non-Tax,08:
Charges that intends recovering the current cost of providing services with reasonable return on capital investment is,User charges,09:
Rates of user charges should be linked with appropriate price indices and reviewed at least every,3 years,10:
User charges is fixed through,Executive orders,11:
Voted expenditure has been referred to in Article,113 (2),12:
The accounting head up-to which the detailed estimates of expenditure shall be prepared,unit of appropriation (Object head),13:
"Before forwarding the budgets estimate including revised one of a Ministry/Department to the Budget Division (MoF) , they should be scrutinised and approved by",Financial Advisor and Secretary concerned,14:
Number of demand for grant to be presented in respect of a Ministry/Department,"Generally one. More than one for large Ministries or Departments,",15:
The number of level at which Demand for Grants shall be presented to Parliament is,Two. I-Main Demand and II-Detailed Demand,16:
The demand that is placed along with Annual Financial Statement,Main Demand for Grant,17:
DRSC stands for,Departmentally Related Standing Committee,18:
DRSC considers,Detailed demand for grant presented by the respective Min./Departments,19:
The forms for Annual Financial Statement (Budget) and Demand for Grant shall be prescribed by,Ministry of Finance,20:
The heads under which provision for expenditure shall be made in the Demands for Grants or Appropriation shall be prescribed by the Finance Ministry in consultation with the.,Administrative Ministry or Department,21:
The Budget statement where outlays are linked against each scheme/project with the outputs/deliverables and medium term outcomes in measurable/quantitative terms is called,Outcome Budget,22:
Outcome Budget is prepared by,Department of Expenditure in consultation with Niti Aayog and Ministry/Department concerned,23:
MEFT stands for,Medium Term Expenditure Framework,24:
"The outputs/deliverables shall be mandatorily given in measurable/quantitative terms on the basis of parameters and deliverables decided in advance, on the basis of projections made in the",Medium Term Expenditure Framework (MEFT) Statement,25:
"To cover expenditure for a brief period pending the completion of the budget procedure under Article 113, the permission given by the Parliament is called",Vote on Account (116),26:
Funds made available under Vote on Account are not to be utilized for expenditure on,A New Service.,27:
The control of expenditure against the budget shall be exercised through,"HoD, Controlling Officer & DDO",28:
"All DDOs shall maintain separate registers in Form GFR 5, physically or electronically for allocation under",each minor or sub-head of account with which they are concerned.,29:
A copy of GFR 5 is submitted to HoD/Controlling officer by,3rd Day of following month,30:
The controlling officer monitors the monthly return from DDOs in,GFR 6 (Broadsheet),31:
The Controlling Officer shall compile the data received from the DDOs in a statement in Form,GFR-7,32:
"A consolidated account in Form GFR 8, showing the complete expenditure from the grant or appropriation at his disposal up-to the end of the preceding month shall be prepared by",Head of Department,33:
Responsible for the monthly reconciliation of the figures given in the accounts maintained by the Head of the Department with those appearing in the Accounts Officerâ€™s books.,Both HoD and Accounts jointly,34:
"A Bill Register in Form TR 28-A,shall be maintained by",DDO,35:
The DDO shall furnish to the PAO a certificate of agreement of the figures as per his books with those indicated by the PAOs by,the last day of the month following the month of accounts.,36:
"The Pr. AO/PAO of each Ministry, shall send a monthly statement showing the expenditure vis-Ã -vis the Budget provision under the various heads of accounts, in the prescribed pro forma to",The Head of Department,37:
