question,answer,srno
"In the case of other materials when purchases are made for the requirements of works, generally, the cost is accounted for under the suspense head “Stock”,",,02:
The four classes of stores fall into two distinct categories as shown below:- (1) Stores debited to Suspense- (i) Stock. (2) Stores debited to final heads- (ii) Tools and Plant. (iii) Road Metal. (iv) Materials charged to works as referred to in para 7.5.1.,,03:
"Stock accounts may be maintained in a sub-divisional Office, even though the officer in charge is not authorized to keep a cash account in Form I.",,04:
A separate account should be kept in the Divisional Office of any stock which is directly under the charge of the Divisional Officer or of an officer under his orders and not under the orders of a sub-divisional Officer.,,05:
The Issue Rates should be filled in by the Divisions concerned who should circulate them for use by other Divisions obtaining supply of stores from them.,,06:
"The record of the detailed count or measurement or weighing should be kept in the Goods Received Sheet, Form 8-A and the total of number or quantity received should be entered in the Bin Card, Form 8",,07:
"In case of tools and plant, the item should be brought in “Tools and Plant Received Sheet” in Form CPWA – 13 with complete details.",,08:
The Goods Received Sheets will be prepared in triplicate.,,09:
"One copy being retained by the store keeper and the other two sent to the Sub-divisional Office, out of which one copy will be passed on to the supplier and the other to the Divisional Office for posting the Priced Stores Ledger and making payments.",,10:
"All the booklets containing the Goods Received Sheets should be numbered serially and a register of them should be maintained in Form 12 – A in the Divisional Office showing the date of issue, serial number of each booklet, the name of the Sub-division to which issued, and the date of return of the used booklets with office copies, so that its eventual return to the Divisional Office may be watched.",,11:
A similar register should also be maintained in the Sub-divisional Office showing the names of subordinates to whom the booklets are issued. Those no longer in use should be withdrawn promptly even though not completely written up.,,12:
The materials should be issued only on receipt of an indent (Form 7) signed by the Divisional or the Sub-divisional officer.,,13:
"Indents will be printed in the form of booklets and will be duly machine numbered, and kept in stock by the Divisional Officer.",,14:
"Indents should be prepared in quintuplicate. (i) 1 to 4th duly marked original, duplicate so on to Supplying  Division (ii) 5th Office copy",,15:
A record of the stores indented should be simultaneously kept in the Register of Indents Form 7-A.,,16:
a register in Form CPWA 35 is kept to avoid excessive issues of materials to contractors and to keep a watch over the issues.,,17:
"A chronological record of the Receipt, Issues and the running balance of each article of stock will be kept in the Bin Card, Form 8 which will be kept at the place where the materials are stored.",,18:
All the Bin Cards should be serially numbered and a register of them should be maintained in Form 12 – B.,,19:
"As soon as Bin Card is completed, it should be returned to the Divisional Officer after carrying over the balance to the new card.",,20:
"Issue rates of cement, steel or any other item in the contracts, should not be less than the market rates of these commodities irrespective of the issue rates of the Central Stores.",,21:
"It is not necessary that the Issue Rate for an item should be the same in all sub-divisions, but a uniform rate should ordinarily be prescribed for all localities in a sub-division.",,22:
"The Issue Rate of an article of stock should be fixed at the beginning of each year. Normally, this rate will remain constant throughout the year.",,23:
"if there is any material variation in the purchase rates, the Issue Rate should be revised earlier. It should, however, be seen that the issue rates are kept within the market rates.",,24:
"In the case of controlled articles as and when decided by the Government like Cement, Steel etc., the Issue Rate should be revised whenever there is a change in the controlled price.",,25:
"If the Issue Rate of an article of stock is appreciably less than the market rate, (a) Issues to contractors and sales shall be made at market rates, but see paragraph 10.3.2 and 10.3.3. (b) Issues to other divisions and departments may be made at a rate higher than the Issue Rate.",,26:
"As the issue rate for stores fixed are inclusive of storage charges on a percentage basis, the amount of recoveries effected for the year on account of storage should be worked out from the total credits to suspense-stock and adjusted under the head “0059 -Public Works – Other Receipts”/ taken in reduction of expenditure under the sub-head “Deduct Receipt and Recoveries on Capital Account” which may be opened below the relevant minor head under “4059 Capital Outlay on Public Works etc.”",,27:
