question,answer,srno
"when it is taken up for two or more noncommercial departments conjointly, the charge is not divided, but is wholly debitable to the department for which the greater part of the land was taken up",,02:
"When a special officer is employed for the acquisition of land for the Public Works Department, the expenditure on pay, allowances, etc of the special officer and his establishment and any expenditure on contingencies is debitable to the Public Works Department as part of the cost of works",,03:
"When the land is taken up by a civil officer, not specially employed for the work, only special charges incurred in connection with the acquisition of the land on establishment, contingencies, etc, will be borne by the Public Works Department as part of the cost of works",,04:
"When prison labour is employed on Public Works no charge is made by the Jail department if the convicts are employed on Jail works, but in other cases the full market value of the work performed, as certified by the Divisional Officer is charged to the Public Works Department.",,05:
"The allotment of land to, and recovery of cost of buildings from public sector undertakings shall be at ‘market value.",,06:
"Services rendered, or articles supplied, by one division to another will be settled through Advance Payments to be classified as Stores Advance, Service Advance or Works Advance, as the case may be",,07:
"In case of inter-departmental transaction such percentage charges on account of supervision and establishment and tools and plant as may be leviable under the rules, should also be included, by a transfer entry in the amount transferred.",,08:
"Any corrections to calculations or rates made in the Sub-divisional, as well as, in Divisional Office should be made in red ink and brought to notice of the Sub- Divisional Officer or the Divisional Officer, as the case may be, and of the person recording the original measurements.",,09:
"In the case of final bill, payment should be deferred until the corrections have been accepted by the person making the measurements.",,10:
All corrections made by the clerical staff should be in red ink.,,11:
"From the measurement book all quantities should be clearly traceable into the documents on which payments are made. When a bill is prepared for the work or supplies measured, every page containing the detailed measurements must be invariably scored out by a diagonal red ink line, and when the payment is made an endorsement must be made in red ink, on the abstract of measurements, giving a reference to the number and date of the voucher of payment.",10.2.18,12:
"No record should be kept in Measurement Books of the quantities of the materials, but certificate printed on Form CPWA 26-A should be signed by the sub-divisional or Divisional Officer",10.2.20 (N),13:
"In the case of materials received direct from suppliers, full details of the articles received should at the same time be entered in a measurement book, Form CPWA 23, with the full name of the work as entered in the estimate,",10.3.11,14:
"When materials are issued direct to a work either for work to be done departmentally or through contractor on labour rates, their cost is “debited to the Suspense head “Materials” in the account of work.",10.3.12,15:
"A detailed account of item of materials showing the receipts, issues and balances, should be kept in Form CPWA 35, so that the total issues of each items may be watched with reference to the estimated requirements.",,16:
"Actual, as well as, probable excesses, whether in the total cost of a work or in the rate of cost should receive special attention, and Works Slips in Form CPWA 39 should be prepared and submitted by the Divisional Accountant to the Superintending Engineer.",10.6.3,17:
The amount of lapsed deposit repaid should be treated as a refund of receipts under the Major Head to which it was credited and the repayment should be noted in the Deposit Register against the entry for its credit to Government,15.4.3,18:
The licence fee of buildings hired for use as residences of Government servants of any Civil non-commercial department is chargeable in the accounts of the Public Works Department.,17.1.4,19:
"When the hired residences are placed under the charge of any other department, the charges on account of rent in connection with residences will be disbursed and borne by that Department.",17.1.4,20:
