question,answer,srno
"Suspense Head is divided into as many of the three Sub-heads named below: (1) Stock, (2) Miscellaneous Works Advances and (3) Workshop Suspense.",,02:
"In addition to the above mentioned Suspense Heads of Accounts in the Consolidated Fund of India, the Minor Head “129 – Material Purchase Settlement Suspense Account” below the Major Head “8658 – Suspense Accounts” in the Public Account of India, is also operated to account for the settlement of dues of the Suppliers of Stores, if payment is not made in the same month in which the stores have been received.",,03:
another Minor Head “107 – Cash Settlement Suspense Account” below the Major Head “8658 – Suspense Accounts” is also operated for the settlement of inter-departmental transactions with Cabinet Secretariat and Ministry of Defence.,,04:
"A single transfer entry order known as Omnibus Transfer Entry Order, Form 53A may be prepared for all purchases of stores made for specific works in a sub-division during a month,",,05:
"As soon as materials for a work are received from a supplier, a debit entry should be made at once in the works abstract in the column concerned.",,06:
The Omnibus Transfer Entry Order should be incorporated in the transfer entry book only at the end of the month,,07:
"For all items paid for during the month, a single entry “Purchase made and paid for in the same month” should suffice in the transfer entry book, the suspense register of Material Purchases Settlement Suspense Account and the Schedule of “Material Purchase Settlement Suspense Account”.",,08:
"These transfer entry orders may be prepared in triplicate (a) one copy thereof may serve as an authority for the transfer entry to be sent to the Pay and Accounts Office (b) the second copy may be pasted in the transfer entry book in the Divisional Office, and (c) the third may be pasted in the Suspense Register.",13.2.2,09:
"When the actual value of the materials is not known, an estimated figure should be adopted, any difference being adjusted, as soon as known, by a plus or minus credit to Minor Head “129 (8658)",,10:
"When the price of the materials is paid or adjusted by transfer, the payment should be debited i.e., Minus Credit to Minor Head “129 Material Purchase Settlement Suspense Account” and the outstanding credit under “Material Purchase Settlement Suspense Account” thus cleared.",,11:
"If the amount admitted in payment exceeds the amount credited to “M.P.S.S.A.” the difference should be charged direct to Stock or to the work concerned, and should not be shown as minus entry.",,12:
"The account of this head should be kept in Form 67, “Suspense Register”, with separate folio for each two headings (1) Purchases for Stock and (2) Purchases for specific works.",,13:
"The general account of the receipts, issues and balances of the Suspense head, “Stock” should be maintained in the Suspense Register, Form 67.",,14:
Expenditure booked under the sub-head “Handling and other incidental charges” should be brought to nil at the time of adjustment of profit and loss in the stock accounts,,15:
"Transactions recorded under Sub-head “Miscellaneous Works Advances” under the Minor Head “799 – Suspense” below the functional Major/Sub-Major Heads concerned are divided into four classes:- (1) Sales on credit (2) Expenditure incurred on Deposit Works in excess of deposits received (3) Losses, retrenchments, errors, etc., (4) Other items",,16:
"When stores of any kind are sold on credit, their value with supervision charge, if any should be debited to “Miscellaneous Works Advances” under the detailed head “Sales on Credit”",,17:
"Any expenditure on Deposit Works, incurred in excess of the amount deposited, is chargeable annually to “Miscellaneous Works Advances” pending recovery to effect which action should be taken at once.",,18:
"Under the heading “Losses, retrenchments, errors etc.” appear the following:- (a) Deficiencies in cash or stock (b) Actual losses of cash or stock (c) Errors in accounts awaiting adjustment (d) Retrenchments and losses of other kinds recoverable from Government Servants",,19:
"The share of municipal taxes paid by Government on behalf of licensees of Government buildings should be debited to this head, pending recovery",,20:
