question,answer,srno
Capital expenditure is incurred either for increasing concrete assets of material and permanent character or reducing recurring liabilities.,Capital Expenditure,01:
Revenue expenditure is the current expenditure of Government on its day to day functions and services.,Revenue Expenditure,02:
The rules governing allocation between capital and revenue expenditure may be prescribed by the President on the advice of the CAG,,03:
All charges for the first construction and equipment of a project as well as charges for intermediate maintenance of the work while not yet opened for service should be borne by the,Capital Accounts,04:
All charges for maintenance subsequent to opening the project and all working expenses thereafter shall be borne by,Revenue Accounts,05:
"In the case of works of renewal and replacement which partake both of a capital and revenue nature, such expenditure should be borne by Both Capital and Revenue in accordance with rule extant on the subject",,06:
Depreciation to the property is borne by Revenue Accounts,,07:
"Expenditure on account of reparation of damage caused by extraordinary calamities such as flood, fire, earthquake, enemy action, should be charged to Capital or Revenue or both as decided by the Government.",,08:
"Capital receipts in so far as they relate to expenditure previously debited to Capital heads, accruing during the process of construction of a project, should be accounted for",In reduction of capital expenditure.,09:
Capital receipts after opening of the project shall be treated as Capital and shall not be taken to revenue account except under a special rule or order of Government,,10:
"Where a Depreciation or Renewals Reserve Fund is established for renewing assets of any commercial department or undertaking, the expenditure on renewals and replacements should be borne by",Both Capital A/c & Dep/ Renewal Fund,11:
"In theory, it is legitimate to make capital bear the charges for interest on money borrowed to finance the construction of a new project before the project becomes revenue earning.",Interest on Capital,12:
The charge of interest to capital in Govt. accounts is justified only when there would be undue disturbance in the Govt.â€™s budgetary position by taking interest to revenue,,13:
The writing back of capitalised interest should be the first charge on any capital receipts or surplus revenues derived from a project when commissioned.,,14:
(i) Surplus Revenue (ii) Borrowings specific or general (iii) Sources other than revenue and borrowings (accumulated balances),Source of capital finance,15:
the capital expenditure met from sources other than revenue being described as outlay financed outside the Revenue Account,Capital outlay,16:
"Expenditure of a capital nature met from revenue is accounted for under the appropriate major head within the Revenue Account, as any other expenditure of a revenue nature.",,17:
Reserve Fund (Specific or General) shall be opened with the approval of the,Parliament,18:
"According to the sources from which they are funded, Reserves or Reserve Funds in Government Accounts may be classified into",3 categories,19:
"Funds accumulated from grants made by another Government and at times aided by public subscriptions (Subvention fund from Central Road Fund,",Categories as per sources are,20:
"Funds accumulated from sums set aside by the Union/State Govt. from the Consolidated Fund of India/State, as the case may be",,21:
"Funds accumulated from contributions made by outside agencies to the Union or State Governments,",,22:
"Where reserves are created out of the grants or out of moneys set aside by the Union or State Government from the Consolidated Fund, the transfers to and the expenditure from the reserves require the approval of the",Parliament.,23:
Reserve Fund is located under,Pub A/C (Sector-J),24:
Reserve Funds are classified into Interest and non-interest bearing,General types,25:
"The value of materials, equipment and other commodities received from foreign countries etc.as aid, without involving any cash inflow or outflow should be accounted under the major head",Cr-1606 Dr-3606,26:
When the material or equipment are allocated for use by Government departments or given as grants-in-aid to private bodies etc.,Dr-Grant/Loan (-) Dr-3606,27:
"Cash grant received from outside external/foreign sources are to be accounted for only by the Controller of Aid Accounts and Audit, located in",Dept. of Economic Affairs (MoF),28:
The Major Head under which cash grant received from outside external/foreign sources is accounted for,1605,29:
"In case Min/Dept. receive such cash grants, the same should be passed on to the Controller of Aid Accounts and Audit for final accounting in his books along with agreement letter between Min/Dept. & external agencies",,30:
"In the absence of a stay of execution of the decree, the Deposit should be deemed to be in satisfaction of the decree. If, however, deposit of the decretal amount under orders of the Appellate Court, the payment made in pursuance of the said order is treated as",Deposit and not charged,31:
"Where the appeal is dismissed and the decree becomes final, the amount deposited in the Court would thereupon constitute payment made to satisfy the decree will be treated as",Charged to Consolidated Fund,32:
"In cases of arbitral awards/decrees against State Govt. in disputes arising out of the acquisition of land, buildings and property for Union purposes will be charged to",Consolidated Fund of State,33:
The subsequent reimbursement by the Central Government would be merely an inter- governmental adjustment and shall not be treated as charged to CFI,,34:
"Where a Court award is for a composite amount which is not capable of being split up as ""Refunds of Revenue"" and ""Other Expenditure"", the entire amount of decree will be accounted for as",Charged expenditure,35:
"Where amount of a court award it is capable of being split up as ""Refunds of Revenue and ""Other Expenditure, the amount treated as charged expenditure will be",Other expenditure,36:
"Where an award is exclusively for the refund of security deposit or other revenue, the refund should be treated as",Refund of revenue/deposit,37:
The award of a collector under the Land Acquisition Act shall be treated as,Voted item of Exp.,38:
"Where an award imposes an obligation to make a recurring payment, every recurring payment including those beyond the date of the award would be expenditure",Charged on Consolidated Fund,39:
"A Pension will either be wholly charged or wholly voted and the fact the same is allocable between different Govt. or Departments, service under one or more of which does not by itself qualify for a ""Charged"" pension, should not make any difference.",,40:
