question,answer,srno
When a contractor agrees to execute a complete work with all its contingencies in accordance with the drawings and specification for a fixed sum.,,01:
A schedule of rates is specified to regulate the amount to be added to or deducted from the fixed sum on account of additions and alterations not covered by the contract.,,02:
"Except addition/alteration permissible, no allusion is made in the contract to the departmental estimate of work, schedule of rates or quantities of work to be done.",,03:
Detailed measurements of the work done are not required to be recorded except in respect of additions and alterations.,,04:
Payments for work done are not made to the contractor otherwise than on the certificates of an officer not below the rank of Sub-divisional Officer.,,05:
"In case where the certificate is given by the Sub-divisional Officer, the responsible officer not lower than the rank of Divisional Officer as primary disbursing officer will continue to be responsible for the correctness of payments.",,06:
The Divisional Officer is exempted from specifying in the bill the method employed by him in estimating the value of work done.,,07:
In the case of final payments there should be a certificate of completion of the work according to the prescribed drawings and specification signed by the Divisional Officer,,08:
"There is no objection to payment for additions and alterations being made before the completion of the work, if the detailed measurements of them have been made and the contract provides for that.",,09:
The forms of bills used for payments in connection with the lump sum contracts are Forms 27-A and 27-B.,,10:
"Form 27-A is intended for (a) Intermediate payments. No details of work done need be reproduced in the Bill but a reference should be given to the number and page of the Measurement Book in which the measurements of additions and alteration are recorded. (b) Secured Advancesâ€™,",,11:
"When secured advances are allowed, an indenture in Form 31, should invariably be obtained from the contractor and a detailed account of the materials should be kept in Part II of Form 27A",,12:
Form 27-B in intended for final payments made to a contractor. The details of additions and alterations alone should be given in the bill,,13:
The form of final bill may be printed on yellow paper to distinguish it from that of the running bill,,14:
"Payments for measured up additions and alterations, as well as, for the work covered by the lump sum for which no detailed measurements are necessary, are treated like advance payments and should be brought to account in the works accounts under the suspense head â€˜Contractors â€“ Advance Paymentsâ€™.",,15:
