question,answer,srno
"Following types of transaction pass through regular accounts of Division: a. Cash deposits of subordinates as security, b. Cash deposits of contractors as security, c. Deposit for work other than Takavi Works to be done, d. Sums due to contractors on closed accounts and e. Miscellaneous deposits.",,02:
Value of security deposits:1. Promissory notes & stock Certificates of Govt. 2. Municipal debentures or Port Trust Bonds and or debentures issued by the State Financial Corporations 3. Bonds or debentures issues by the Corporate Bodies and or established by or under any Central Act,"shall be accepted at five per cent below their market price or at their face value, whichever is less",03:
"Cash deposits of subordinates and contractors may be converted at the cost of the depositor, into one or more of the forms of interest-bearing securities",,04:
"Percentage deductions for security deposits, related to estimate cost of the work awarded, made from contractors’ bills, should be credited to Major /Minor Head “8443- Civil Deposits”-108-Public Works Deposits” with sub-head “Cash deposits of contractors”",,05:
"The limit fixed for extracting security deposit by withholding payment is Rs.500/- for each work. Amounts thus withheld appear in the Suspense Account,”Contractors-Other Transactions” of the work concerned.",,06:
Deposits for works other than takavi Works are passed through the head “Public Works Deposit”.,,07:
Sums due to contractors on closed accounts may be placed in the Deposit Account.,,08:
"All other deposits are classed as Miscellaneous Deposits. This head also holds until clearance, all items of receipt, the classification of which cannot be determined at once or which represent errors in account awaiting adjustment.",,09:
"A record of the transactions relating to Public Works Deposits should be maintained Suspense Register, C.P.W.A 67.",,10:
"From the Deposit Register, a monthly extract as the Schedule of Deposits, Form CPWA 79 should be prepared for submission to the Pay and Accounts officer.",,11:
This form 79 is in two parts- Part I Account giving total for each class of deposit. Part II detailed extracts from the deposit register.,,12:
In Part II only such items need be extracted as are effected by the monthly transactions.,,13:
"A register of the receipt and disposal of these securities should, however be kept in CPWA form85",,14:
"Register of Interest-bearing Securities and at the close of the year, an account in CPWA Form 86",,15:
