question,answer,srno
"The functions of the Divisional Accountants are three fold:- (i) as accountant, i.e., as the compiler of the accounts of the division in accordance with the prescribed rules and from the data furnished to him. (ii) as internal checker entrusted with the responsibility of applying certain preliminary checks to the initial accounts, vouchers etc., (see Chapter 22) and (iii) as financial assistant, i.e., as the general assistant and adviser to the Divisional Officer in all matters relating to the accounts and budget estimates or to the operation of financial rules generally.",,01:
"If no inspection (by Accounts Officer) takes place in a year and entries have been made in the Register during the period since the last inspection, the Register or, if the entries are few, an extract therefrom should be submitted to the Accounts Officer in the month of April for review.",,02:
The Divisional Accountant is responsible for the safe custody of documents during the period when they remain in the Accounts Branch until submission to the Executive Engineer.,,03:
The Divisional Accountant should bring to the Divisional Officerâ€™s notice all instances in which subordinate officers exceed the financial limitations on their powers placed by the Divisional Officer or higher authority.,,04:
"The Divisional Accountant may further be required by the Divisional Officer to undertake on his behalf, such other scrutiny of the accounts of the receipts and disbursements of subordinate officers falling within the Divisional Officerâ€™s own powers of sanction, as the latter may consider necessary.",,05:
"The Divisional Accountant should not as a rule, be required to receive, or pay out, cash but in cases where the monetary transactions at the headquarters of the Divisional Office are not large, either in number or in amount, the Divisional Officer may, on his own responsibility and with the previous consent of the Chief Controller of Accounts entrust the receipt and disbursement of cash to the Divisional Accountant.",,06:
"The Divisional Accountant should not, however, be normally authorized to issue final receipts in Form 3 over his own signature.",,07:
"The Divisional Accountant should affix his dated initials after the last entry of the dayâ€™s transaction in the divisional cash book/Stock Accounts, in token of check.",,08:
"The Divisional Officer has a right to seek the advice of the Chief Controller of Accounts in all matters connected with the accounts of his division or the application of financial rules and orders concerning which there may be any doubt. It will usually be desirable, however, that he shall first obtain the advice of the Divisional Accountant who is specially trained for this duty, and this should be done in writing in all cases of importance.",,09:
Check of sanctions accorded by the Divisional Officer is conducted in the Pay & Accounts Office only in respect of sanctions to write off of stores or losses of public money.,,10:
"In respect of other sanctions of the Divisional Officer, the Divisional Accountant is responsible for the necessary check,",,11:
It is not necessary to supply Administrative Approvals to the Accounts Officer. Technical sanctions need be communicated to the Accounts Officer only in respect of works relating to projects costing more than Rs.25 Lakhs and non-projects costing more than Rs. 10 Lakhs.,,12:
"Financial sanctions otherwise known as expenditure sanctions and allotment of funds should be communicated to the Audit Officer and/ or the Accounts Officer, as the case may be.",,13:
"Once a transaction has been entered in the Audit Note or otherwise challenged in one or the other documents referred to in paragraph 4.5.1 the responsibility for having the objection removed will devolve upon the Divisional Officer,",,14:
"A single note or statement, prepared monthly and signed by the Divisional Officer himself, will ordinarily suffice, in respect of transactions brought to account in the Monthly Account, but, if it cannot precede or accompany the Monthly Account, it should be sent to the Audit Officer/ Accounts Officer within a week of the despatch of the account.",,15:
"The Divisional Accountant is responsible for bringing prominently to the notice of the Divisional officer, at least once a month, all irregular transactions on which action has not already been taken by the latter at the instance of Sub-Divisional Officers or on his own and",,16:
