question,answer,srno
State AG should maintain separate Journals and Ledgers for Central and State transactions,Journal (AC 26) Ledger (AC27/29),01:
"Ledger in AC 27 is maintained for Debt, Deposit and Remittance which are closed to balance and AC 29 for Revenue, Expenditure, Capital, Debt, Deposit and Remittance heads which are closed to Government",,02:
(i) Opening and Closing heads of Balances & Government (ii) Revenue Receipt (iii) Revenue Expenditure (iv) DDR closed to Govt. and (v) DDR closed to balance (vi) Personal account of Collector having accounts with the AG,Accounts of Ledger,03:
The ledger should be opened by transferring from Balance account to the various DDR heads and personal accounts the debtor and creditor balances which they closed in the preceding year's books,,04:
"As a matter of fact, the opening entries described cannot be made until the books of the previous year are closed, which is not done until a part of the new year has passed and a part of its transactions duly posted in the Journal and Ledger",,05:
Immediately on closing the books of any year the balances at credit or debit of the several balanced heads should be carried forward to the books of the following year,,06:
Opening entries in Journal should be made by Group head and no need to enter full detail which available with closing entries of the previous year,,07:
For Revenue Receipt-Dr. Sundry Accountant Cr-Revenue Receipt & Sundry Account For Expenditure- Dr. Service Expenditure & sundry Account Cr-Sundry Accountant,Journal Entry,08:
The entries to be journalised for the month of March should be based on the figures in the March,Final Account.,09:
"In monthly entries, the figures against Sundry Accountants should be taken from the Statement of Disbursers' Accounts for those against the",Revenue receipt & Sundry A/c,10:
the figures against Service Expenditure and Sundry accounts should be taken from the,Abstract of Major Head,11:
"The Ledger, for transactions under Revenue, Service and Capital heads should be posted monthly from",the Abstract of Major Head Totals,12:
"The Ledger, for transactions under Debt, Lom, Deposit, Suspense and Remittance heads. should be posted monthly from",Consolidated Abstract,13:
"The object of the Ledger is to bring out the balances under the Debt, Loan, Deposit, Suspense and Remittance heads other than those which are closed to Government",,14:
"The Revenue Receipts, Service Expenditure, Capital Expenditure should be posted by totals and the Debt Deposit and Remittance heads that are closed to Government should be posted by",Major heads,15:
"Debt, Loan, Deposit, Suspense and Remittance heads which are closed to balance should be posted in",detail of ledger heads,16:
"Each prescribed minor and sub-detailed head under Debt, Loans, Deposit, Suspense and Remittance heads which close to balance shall be a separate ledger head",,17:
"The detailed head figures from the Consolidated Abstract for transactions under Debt, Loan, Deposit, Suspense and other Remittance heads that close to balance, it will sufficient if the monthly posting of the inner columns in ledger is confined to the prescribed minor head",,18:
"The sub and detailed head-wise figures should, however, be posted in the ledger once a year after the March (Supple.) closed by setting apart a set of pages in the end of the ledger in Form AC 28",,19:
The books should be closed formally with the approval of the Supervisory Officer-in- Charge of Book Section after the Finance Accounts have been finally printed.,,20:
"The Heads ""Revenue Receipts"", ""Service Expenditure"", ""Capital Expenditure outside the Revenue Account"" in the Central and State Ledgers shall be",closed to Government,21:
"Inter State Settlement (7810) and Appropriation to Contingency Fund (7999) are not of the nature of Debt, Deposit, Suspense or Remittance heads and are to be closed to",Government Account,22:
"The Debt, Deposit, Suspense and Remittance heads and personal accounts shall be closed separately to",balance except 8675,23:
The balance under the head 8675 (Deposits with RBI) in the State Section shall be transferred to the head '8999 Cash balance,every month,24:
The balance under the head 8675 (Deposits with RBI) and 8680 (Misc. Govt. Account) in the Central Section shall be,Closed to Govt. Account,25:
"The total in the amount columns of the journal should be carried forward at the end of the month. They should be noted in pencil only, until the opening entries for the year are posted after the closure of the accounts for the previous year",,26:
The accuracy of the ledger postings should be tested annually by the preparation of Trial Balance Sheet in Form,AC 30,27:
