question,answer,srno
Transactions of the Public Works Department take place in the Treasuries as well as in the various Public Works Divisions.,,01:
"In the Public Works Classified Abstract, the total receipts and disbursements shown in the accounts of the Public Works Divisions and the supporting schedules shall collected month by month under the major, minor and detailed heads of accounts concerned",,02:
As only the decrease/increase in cash balances during a month is shown in receipt/ payment side of the Divisional Accounts the differences between the opening and the closing balance shall be credited/debited under the head,8671-PW Departmental Cash Balances,03:
"The main record, so far as the entire account circle is concerned, in respect of (i) Revenue receipt and receipts and recoveries on capital account (ii) Refund of Revenue (iii) Other expenditure (iv)Debt and remittance transactions",PW Classified Abstract,04:
The subsidiary summaries maintained in the Works Audit Department known as the,Works Audit Summaries,05:
The amount of other details to be recorded either in the classified abstracts or in the works audit summaries shall be prescribed by the,AG,06:
The information contained in these summaries may be utilised for preparation of the statements required for Finance Accounts and the Combined Finance und Revenue Accounts of the Central and State Governments as well as any proforma annual accounts,,07:
Divisional summaries are prepared monthly or as often in a year as may be necessary for the purpose of cither furnishing statistical information required by Government or of facilitating preparation of State Summaries,,08:
"If the preparation of State Summary becomes necessary monthly or oftener than three or four times in a year, it will be convenient to record all the details in the",PW Classified Abstract,09:
At the close of the year it is essential that the total of the transactions of the year for the entire circle of accounts under each head excluded from the classified abstract should be worked out through,Works Audit Summaries,10:
Works Audit Register is prescribed by the,CAG,11:
The forms of the summaries may be prescribed by the AG according to local requirements,,12:
"In respect of revenue and expenditure transactions connected with works of the Central Government Departments, the execution of which is entrusted to the Public Works Department as a standing arrangement, the AG acts as",Sub-Accounts Officer,13:
"Revenue and expenditure transactions of the Public Works Department which are brought to account direct on the books of the AG will not enter the Monthly Accounts of Divisional Officers and will, therefore, be excluded from the Works Audit Registers as well as the summaries of the Works Audit Department",,14:
"These transactions should ordinarily be entered in the Departmental Classified Abstract in full detail but if the AG finds it more convenient, the details below the units of appropriation may be excluded from the Departmental Classified Abstract",,15:
The Consolidated abstract of the State Public Works transactions prepared from the account in the monthly Classified Abstracts,,16:
The Classified Abstract and Consolidated Abstract of PWD shall be in the same form as the Classified Abstract and Consolidated Abstract for other Department,,17:
The transactions brought to account in the Classified Abstract of the treasury payments of the Public Works Department shall also be incorporated in this Consolidated Abstract,,18:
The transactions of the month shown in the Divisional Accounts should be posted in a Classified Abstract for each Forest Circle,,19:
"The transactions accounted for by the Forest Officers under the heads ""Book Transfers-Government of the State of-"" should be shown by the AG in the Classified Abstract under the head",Inter-State Suspense Accounts (8793),20:
The Classified Abstract should contain columns in which can be exhibited the transactions of each Forest division in each month and also separate columns for the exhibition of monthly progressive totals of the Circle,,21:
Proved Classified Abstract should be utilised as the basis of the Consolidated Abstract which should be compiled through a separate Classified Abstract in which the total state figure under each bend shall be worked out,Consolidated Abstract (Forest),22:
"The AG will lay down the detailed procedure for the compilation of, and the extent of the details to be recorded in the Consolidated Abstract.",,23:
"The accounts of Forest Officer's transactions should be incorporated in the accounts of the month to which they relate except in unavoidable circumstances, such as",Very late receipt of cash A/c,24:
