question,answer,srno
"The Accountant General should see that the conditions of repayment of a loan or advance are complied with by the debtor and should exercise a close watch over repayment of Principal and realisation of interest, if any.",,01:
AG should report without delay any default in payment either of principal or of interest to the loan/advance sanctioning authority,,02:
"If a penalty has been imposed by the loan/advance sanctioning authority, it the duty of the",AG to watch its recovery.,03:
(i) State Governments (ii) statutory Corporations etc. (iii) Government Companies (iv) Quasi-public bodies and (v) private institutions,Party of loans/advances,04:
"AG not only to watch the fulfilment of the various conditions on which the loans are sanctioned, but also to ascertain that the loans are utilised for the purposes and on the objects for which they are sanctioned.",,05:
(i) Form A- will be for all loans except Revenue Advances (including loan from Union Govt. to State Govt. which are repayable by direct credit of the repayments to the principal of the loan,Subsidiary Registers for loan/advance,06:
(ii) From B- for those which are repayable by payments into a Sinking Fund.,,07:
"Before posting recoveries, whether of principal or interest, into the classified Abstract the accountant will obtain the initials of the poster of the Loan Register against the entries in the treasury account",,08:
"The poster of the Loan Register, after reference to the Detail Book will make the necessary postings from the treasury accounts, and also post into a broadsheet the total amount recovered or paid for each loan.",,09:
"The total in the broadsheet should be certified monthly by the Book-keeper, while the register as well as the broadsheet should be reviewed monthly by the Gazetted Officer- in-charge.",,10:
The requisite information is filled as soon as the transactions are reported from the bank sheet or the Cash Account or the transfer entry for the adjustment of the periodical interest on the Deposits of the Sinking Fund is made.,,11:
Columns show the interest that will be chargeable on the next periodical day and that the amount of interest deduced from them is not actually debitable against the borrower until the next periodical day.,,12:
"A loan bears interest for the day of advance, but not for the day of repayment",Period of interest,13:
"In cases where the loan expenditure is, under special orders, to be conducted and controlled by the PWD, the amounts debitable to the several loan accounts will appear in the Monthly Accounts through the.",Accounts of Divisional Officers,14:
The amount will be recorded in the Subsidiary Loan Register and will bear interest as though they had been advanced on the,Last day of month to which monthly A/c pertains,15:
Nothing may be credited as repayment of principal or into the sinking fund so long as any sum is due on account of interest unpaid.,Interest to be paid first,16:
"Interest for any half-year/year is not ""due"" until the end of the half-year/year during which it accrues.",,17:
"After all entries up-to but not including the date on which interest becomes due have been made, a line will be drawn across the page.",Half-yearly/yearly,18:
A copy of the account made up to calculate the amount due from the debtor for the period and of the new statement of demand should be sent to the debtor.,,19:
"Moneys paid to a Sinking Fund for repayment of loan should be credited to the head ""Sinking Fund for Loans granted to Local Bodies"" and entered in the Register Form B",,20:
The interest payable on these deposits should be credited to the Sinking Fund by deduction from the receipt on account of interest on the loan.,Bears interest at same rate of loan,21:
"When the total balance of the Sinking Fund becomes equal to the amount of the loan, the credit under the head ""Sinking Funds for loans granted to Local Bodies"" and the debit under ""Loans to Municipalities, etc."" should be written off against each other.",,22:
Each AG will submit periodical returns in such from and on such dates as may be mutually agreed upon to,Government,23:
"Advances, which Revenue Officers are allowed or directed to make in connection with Land Revenue, Agriculture or Famine, under any Act of the Legislature, or under any orders of government.",Revenue Advance (Takavi Advance),24:
"In the case of Revenue Advances and Functional Loans and advances granted by State Government to bodies, authorities and private persons for plan schemes etc. administered by the various functional departments, the detailed accounts of individual loanees will be kept by the",Functional departmental officers.,25:
"In the case of Revenue Advances, the AG (A&E) should see that the expenditure on this account does not exceed the allotment placed at the disposal of HoD",AG not required to maintain a broadsheet,26:
"Records of Interest bearing loans/advances to Govt. servant (HBA, Conveyance etc.) are to be",Form 8-<60 EMIs Form 9->60 EMIS,27:
"The payments and recoveries shown in these Broadsheets should be reconciled monthly with the figures shown in the Detail Book,",Any difference to be watched,28:
Advances against Gratuity or General Provident Fund/Contributory Provident Fund balances to families of deceased Government servants will be debited to,Major Head 8550-Civil Advances,29:
A broadsheet for advances to the families of the deceased Government servants shall be maintained in,Form 7,30:
"In the case of short-term loans (loans recoverable in not more than 60 instalments) granted to non-gazetted Government servants, the detailed accounts are to be maintained by the departmental officers,",Short-term loans (less than 60 instalments) to NON-GAZETTED GOVT. SERVANT),31:
The Treasury Officers should be instructed to show the Department-wise break up of figures of payment/recoveries in the list of payments/cash account.,,32:
Subsidiary registers showing the department/controlling office-wise accounts of monthly debits and credits should be maintained by the compilation sections to facilitate monthly reconciliation by the departmental officers.,,33:
The receipt of reconciliation certificates should be watched by the Accountant General as in the case of reconciliation in respect of service and receipt heads.,,34:
"In respect of short-term loans granted to gazetted officers, broad sheets in Form 9 are to be maintained by the",Accountant General.,35:
Advances for Law suits should be debited to the functional expenditure head concerned (Final Head concerned),Rule 69(4) GAR 1990,36:
Refunds of amounts remaining unspent out of advances for law suits should be dealt with as,cash recoveries,37:
Recoveries on account of passage advances made under the rules to Government servants in foreign service will be watched by the Accountant General responsible for watching the recovery of,Contributions for leave and pension.,38:
"In the case of All India Service Officers of a State Cadre on deputation to the Central Government, the balance of advances for purchase of motor car or other conveyances paid by the Central Government and remaining outstanding at the time of the officers reversion to the State Government shall be.",transferred to the AG of the new accounting circle by the PAO of Min/Dept. concerned,39:
"If a Govt. servant is lent temporarily, the credits for the recoveries of House Building Advance, Motor Conveyance Advance or advances for purchase of any other conveyance, sanctioned by the lending Government will be passed",Lending AO (AG/PAO) as the case the case may,40:
"Permanent Advances should be recorded in a Register in Form 10, intended to last for",4 years,41:
"The Register should be a standing list of all sanctioned permanent advances by names of Officers, a separate page or pages being set apart for the officers in",each district.,42:
The names of the holders of advances need not be entered in the Register. The advances should be consecutively numbered and the acknowledgements should be marked with corresponding numbers and filed in proper order.,,43:
"On receipt of the new acknowledgement, it should be numbered with Register number of the advance and filed in the place of the old acknowledgement which should be torn out of the file.",,44:
"A charge report containing an acknowledgement of permanent advances, should not, however, be destroyed. It should be preserved for the period prescribed by",Accountant General.,45:
"If the amount of any advance be increased or reduced in the course of the year, the amount in the column for the current year should be altered",In Red Ink on the basis of Dr/Cr,46:
The total for the column will be corrected at the end of the year.,,47:
"If new advances are sanctioned, they should be entered at the bottom of the district list in the order of the charges appearing.",,48:
"The monthly credits and debits in forms 11 and 12 respectively should be compared with the credits and debits in the DETAIL BOOK figures through the Broadsheet which will after completion, be submitted every month to the",Gazetted officer in charge.,49:
"At the end of the year, a single total for the old corrected and new advances will be made, the aggregate of which for all the districts worked out in the Broadsheet at the end of the Register will agree with the",closing Ledger Balance of the year,50:
The amounts of the advances as standing on 31st March should be entered afresh in the money column for the next year and a total made for 1st April.,,51:
(i) Sanctioned by an officer competent to do so (ii) the amount sanctioned does not exceed the limit prescribed by AG/Govt. (iii) advances are not multiplied unnecessarily.,Scrutiny of Permanent Advance,52:
Recoveries of long-term advances the accounts of which are kept by the AG may be adjusted on the basis of collateral evidence i.e. certificate from the TO/DDO about the recovery having been made from the salary bill of the officer,,53:
Efforts should be made to trace the credits and adjust them and remove the items from the register before the close of the accounts,for the year.,54:
"If the details are not forthcoming despite concerted efforts and a dead end is found to have been reached in the case, the outstanding item may be",written off to MH 8680 (Rule 38 GAR),55:
