question,answer,srno
"Transactions relating to each Civil department or a major head of account not coextensive with any particular department, shall be collected for the whole of the State/UT with which an AG is concerned, month to month in a",Departmental classified abstract,01:
Separate Departmental classified abstracts should be maintained for 'State' and UT' transactions besides separate classified abstracts in respect of transactions on account of,Central Pension occurred in the State/UT,02:
"One Departmental Classified Abstract should ordinarily be maintained for each department or major head of account, but in the case of small departments or major heads under which the transactions are few, the transactions of two or more such departments or major heads, may be recorded in a single classified abstract at the discretion of",The AG,03:
Classified Abstracts are not to be maintained separately for major heads relating to,"Debt, deposit & Remittance",04:
Transaction pertaining to DDR appearing in the Treasury Cash Accounts and List of Payments and in the Departmental and other abstracts shall be collected for the whole circle of account under each major head of account in a,Detail Book,05:
Seven-(i) Details of Revenue (ii) Details of DDR receipt brought into accounts (iii) Details of recoveries from Payment vouchers (iv) Details of Expenditure (v) Details of DDR disbursement brought into accounts (vi) A proof side for receipt side and (vii) A proof side for expenditure side,Parts of Departmental Classified Abstract,06:
"A vertical column should be provided, in the prescribed order, for each detailed head opened under the major and minor heals relating to the abstract and a number of columns in their proper places for the total receipts of a treasury, etc., under each minor head.",Detail of column,07:
"In abstracts where transactions under more than one major head are included, there will be columns for major head totals also.",Detail of column,08:
"Horizontally, a line should be provided in the abstract for each treasury",Detail of column,09:
then as many lines as the AG may deem necessary for entering receipts transferred through suspense slips from the Settlement Account and the abstracts of other Departments,Detail of column,10:
Finally a line for transfers adjusted through the Combined Transfer Ledger,Detail of column,11:
It helps to ensure that details of receipt and payment agree with the aggregate of the certified total of the treasury schedules of receipts and payments and of the suspense lips representing items transferred from other sections.,Proof Sheet,12:
Posting of the Departmental Classified Abstract is done after receipt of the schedule and vouchers in the compilation group of the,Tr./Departmental Audit Sections,13:
"After the compilation for either schedule of payment is over, the Vouchers should be transferred to the Audit Group of the Treasury Departmental Audit Sections, Gazetted Audit Sections and other Audit Sections for audit",,14:
"The AG may, at his discretion, allow direct posting of the Consolidated Abstract without the intervention of Departmental Classified Abstracts in the case of heads of account where the transactions are limited and such direct posting is not attended with any risk or inconvenience.",,15:
The amount of payments relating to each detailed head with the numbers of the vouchers pertaining thereto should be entered in a Compilation (not standardised) separately for each schedule except,Refund Head,16:
"The gross, and not the net amount of the voucher should be taken as the amount of the payment relating to the head concerned, even though certain charges on the voucher may have been placed under objection",,17:
when a recovery relating to an overpayment is made by short payment of an item debitable to the same detailed head the net amount should be taken,,18:
To facilitate posting each detailed head under minor head may be assigned with a guide letter or number or symbol,,19:
Such of the deductions shown in payment vouchers as have not been initially credited by transfer to the receipt heads concerned in the treasury accounts should be recorded in,Part 3 (Recovery from Payment vouchers),20:
"(i) Recoveries which are creditable to any of the detailed heads under the major head to which the payments on a voucher relate (ii) recoveries which are creditable to another major head, the Departmental Classified Abstract in respect of which is not separately maintained from the major head to which the payment on the voucher relates",Recoveries should not be treated as deduction,21:
"Deduction shown in payment vouchers for subscriptions to Provident Funds, which have not been accounted for as receipts in treasury accounts should be recorded in",an appendix in Form A.C.I,22:
The deductions for each fund being posted and accounted for separately.,,23:
The appendix with a certificate to the effect that the totals agree with the credits in the departmental abstract should then be passed on the,Fund section,24:
"(i) the portion relating to the first schedule of payments being sent with a certificate of agreement after the compilation of the vouchers of that schedule (ii) the portion relating to the second schedule into which the total deductions of the first part also should be brought in order to give the monthly total, after completion of the departmental accounts.",Parts in which Appendix is sent to Fund Section,25:
"(i) deducting from the former the aggregate amount shown as deduction from vouchers for credit in Part (3) to Provident Funds, etc. and (ii) adding to the result the amount of payments on account of refunds of revenue",Total of compilation book should agree,26:
"When the entries against a treasury in the Compilation Book have been posted and proved, the payments for the month at the treasury under each detailed head except ""Refunds"" should be brought together in the Compilation Book for",the first schedule,27:
The monthly total under each head should then be posted in parts (4) and (5) of the abstract.,,28:
The month's total payments as shown in the second schedule of payments should also be posted in part (5) as a Minus entry under the suspense head,Deptt. Adjusting of the Deptt. A/c,29:
After the postings in parts (4) and (5) have been completed in the manner described above for each the detailed items should be independently cast across pages to the total column.,,30:
"The total of both the parts against each treasury will agree with the difference between the amount of (a) recoveries from payment vouchers for credit to Provident Funds, etc., as posted in part (3) and (b) payments at the treasury on account of refunds of revenue as posted in part (1)",,31:
The final stage in the completion of the abstract is the preparation of the proof sheets in parts (6) and (7),,32:
The Classified Abstract test checked by the Section Officer and duly passed by the Gazetted officer-in-charge should be utilised as the basis of,Consolidated Abstract.,33:
Responsible for the correctness of the posting in the compilation book in respect of any detailed head account and for the tracing of the entry in the classified abstract items of over,SO- â‚¹ 2500 GO- â‚¹ 10000,34:
"In regard to receipts, the treasury accounts rendered to AGâ€™s Office indicates in the receipt schedules the receipts classified by Major, Minor and Detailed Heads of accounts",without 'details of individual receipt,35:
"In respect of receipts which cannot be so classified, full details are furnished separately on the basis of which the receipts are classified in Accounts Offices under the relevant Major. Minor and Detailed Heads of Account.","If found insufficient, details are obtained",36:
Departmental Consolidated Abstracts of venue receipts and service payments are prepared from Departmental Classified Abstract in,AC 22,37:
"Columns in Departmental Consolidated Abstract provided for monthly progressive totals under major heads, minor heads, sub-division of a minor head, and detailed heads In their proper place",,38:
"Columns shall also be provided for progressive totals under each sub-head of a Grant or unit of appropriation, against which appropriation audit is required to be conducted",,39:
"Progressive totals for each sub-head of a Grant or unit of appropriation and for each major head should always be filled in, but in other cases progressive totals may be filled in at the end of the year or whenever they are necessary",Unnecessary totalling to be avoided,40:
"Every head of account, under the Revenue and Service heads concerned, for which a column is provided in the Departmental Classified Abstract must appear in the Departmental Consolidated Abstract.",,41:
the Consolidated Abstract duly agreed with corresponding totals in the Departmental Classified Abstract should be sent to the,Book Section,42:
No. separate Consolidated Abstract need be prepared for the transactions brought to account in the Classified Abstract of treasury payments of the Public Works Department,,43:
The transactions should be incorporated in General Consolidated Abstract of Public Works transactions which may be maintained either in the compilation group of the Treasury/Departmental Audit Section or in the works Audit Department according to local convenience,,44:
Section/Department which prepares consolidated monthly and annual accounts for the account circle as a whole.,Book Section,45:
Sections in a Civil Accounts Office which compile the Classified Abstracts of Public Works transactions from the monthly accounts received from the Public Works Divisions,Works Audit Department,46:
"If section officer finds figures under any head are so abnormally high or low as compared with those of the previous months, he should raise a doubt whether there has been mis-posting misclassification and scrutinise before submitted to",Gazetted officer in Charge,47:
If an item in a transfer entry has to be taken to a head in Departmental account in the accounts of the same Government it should be classified in the transfer entry as pertaining to the suspense head,Deptt. Adjusting A/c relating to the other deptt.,48:
"The transfer entry with the necessary suspense slip should then be sent, for acceptance and return, to the section which maintains the Detail Book or Departmental Abstract in which the transferred item will be finally adjusted.",,49:
"When received back with acceptance, the transfer entry will be posted in the Combined Transfer Ledger and Abstract in form",AC 25,50:
"In an item of receipt or payment relating to the Central Govt. other than Central Pensions is wrongly included in the schedule of State receipts or payments and vice versa, the amount should be credited or debited to",PAO Suspense under 8658,51:
The relevant particulars of wrongly included transactions should be passed on to the Section dealing with Inter-Govt. Settlement Account generally known as,Account Current Section,52:
"In respect of items of receipt/payment relating to CENTRAL PENSIONS wrongly included in the State schedule of receipts or payments and vice versa the amount should be credited or debited as the case may be, to the head",8786 Adjusting A/c between Cent & State Govt.,53:
The recoveries of overpayments whether made in cash or from payment vouchers shall be posted direct under the service head concerned in the Compilation Book whether they relate to overpayment pertaining to the current year or to any previous year as,Reduction of expenditure,54:
If a recovery representing an over payment of the current year is made by short payment of an item debitable to the same detailed head,No separate adjust needed,55:
