question,answer,srno
"Divisional Officer – This term is applied to an executive officer of the Public Works Department who is not subordinate to another executive or disbursing officer of the Department, even though the executive charge held by him may not be recognized as a “Division” by the Government concerned. Thus, the officer in charge of an independent sub-division is also treated as a Divisional Officer",,02:
"Issue Rate – This term denotes the cost per unit fixed, in respect of an article borne on the Stocks of the Department at a valuation, for the purpose of calculating the amount creditable to the sub-head concerned (i.e. the sub-head under which the article is classified) of the stock account by charge to the account or service concerned, when any quantity of that article is issued from Stock; “Handling charges” and other incidental “storage charges” will be included in the “Issue Rate” by adding a suitable percentage based on the carriage and other incidental charges of the previous year, and storage charges as reviewed and fixed at the beginning of a year.",,03:
"Local Loan Works – This expression indicates works executed by the Public Works Department on behalf of a Municipality, Port Trust or other corporation, when the cost of the works is to form part of a loan given to it by Government for the purpose.",,04:
"Major Estimate is a term applied to the estimate for a work when the sanctioned amount of the works expenditure exceeds Rs. 50,00,000/-This term is also applied for the sake of convenience, to the work itself.",,05:
"Minor Estimate is a term applied to the estimate for a work, when the sanctioned amount of the works expenditure does not exceed Rs. 50,00,000/-.",,06:
"Sectional Officer – Sectional Officer is a non-gazetted official namely Junior Engineer for Civil or Electrical Works, Sectional Officer of Horticulture department who is placed in responsible executive charge or works or stores under the orders of the Officer-in-charge of a recognized sub-division and the accounts of whose transactions are, therefore, ultimately incorporated in those of the Sub-division.",,07:
"Secured Advance is a term applied specifically to an advance made on the security of materials brought to site of work, to a contractor whose contract is for the completed item of work.",,08:
"Special Officer (or Specialist Officer) – This term is applied in this Code, to such officials of the Department as are neither Divisional Officers nor officials subordinate to a Divisional Officer, and have no Divisional Officers working under their control.",,09:
"Storage charges mean expenditure incurred, after the acquisition of the stores, on work-charged establishment, employed on handling and keeping initial accounts, the custody of stock and the maintenance of the store godown or yards, etc. and are added on a percentage basis to the issue rate, so as to form part of the issue rate.",,10:
"the classification of transaction in Government accounts, shall have closer reference to the function, programme and activity of the Government and the object of the revenue or expenditure, rather than the Department in which the revenue or expenditure occurs.",,11:
"When a Division undertakes a service on behalf of another Division or supplies material to another Division, inter-Divisional settlement is resorted through Advance Payment by the Indenting Division",,12:
"Operations undertaken in the manufactories and workshops of a division on behalf of other divisions, departments, Governments, local bodies or individuals are treated as operations of the division in the first instance, but the entire cost is ultimately recovered from the party concerned.",,13:
"Remittance Heads: Receipts as well as payments for cash, stores or other values received from or paid to or on behalf of other departments or Governments i.e. 8782- Cash Remittances and adjustments between officers rendering accounts to the same Accounts Officer.",,14:
"The detailed classification of any Public Works Major Heads that may be introduced for the booking of special expenditure, shall be prescribed by the Central Government on the advice of the Comptroller and Auditor General of India.",,15:
"In the case of works undertaken by the Public Works Department as a standing arrangement for other departments, when the cost is debitable to those departments, the prescribed classification applicable to the connected transactions is intimated by the Pay and Accounts Officer.",,16:
It is obligatory for the Court to issue a decree in all cases where an award is made a Rule of the Court. Expenditure incurred on account of payments made after an award has been made a Rule of the Court but prior to the issue of decree is debitable to the ‘Charged’ Section of the relevant grant.,,17:
Under Article 112(3)(f) of the Constitution of India any sum required to satisfy the award of an arbitral tribunal is to be charged on the Consolidated Fund of India.,,18:
"The amount of an advance to the family of a Government Servant who dies while in service may be granted under Rule 79 shall be equal to two months’ basic pay and Dearness pay taken together of the deceased Govt. servant, subject to a maximum of Rs. 8,000/-(Rupees Eight thousand only).",,19:
"The Head of Department/Office shall see that the advance(granted under Rule 79) is adjusted as early as possible, and in any case, within a period of six months from the date of its sanction,",,20:
The advance granted under this Para should be debited to the Major/Minor/Sub-Head “8550-Civil Advances-104-Other Advances-Lump Sum Advances,,21:
"If the amount of Death-Cum-Retirement Gratuity or similar other payment is less than the advances initially sanctioned, and if the balance is eventually treated as irrecoverable, the same should be debited to the Major/Minor/Sub-Head “2075-Miscellaneous General Services-800-Other Expenditure-Write off of Irrecoverable Loans” advanced to provide immediate financial relief to the deceased Government servant’s family”, under special sanction of Government.",,22:
