question,answer,srno
"The AG may be required by Government to prepare annually proforma accounts (otherwise known as Administrative Accounts) of irrigation, navigation, embankment and drainage projects for which capital and revenue accounts are kept",AC 33,01:
(i) Part I-General Abstract of Financial Result (ii) Part II- Detailed Account of Capital Expenditure (iii) Part III- Revenue Account (iv) Part IV-Interest Account (v) Part V- Account of Indirect Charges (vi) Part VI-Statement comparing capital cost with sanctioned estimates,Parts of Proforma A/c,02:
"Accounts of individual projects are kept in Parts II to VI for each, and the general results of all projects are abstracted in Part I",,03:
"The projects of Irrigation, Navigation, Embankment and Drainage works for which Administrative Accounts are prepared are classified into",Productive & Unproductive,04:
In part I of projects should be grouped according to productive and unproductive classes of project.,,05:
Projects should be arranged serially in the order of the dates on which the construction estimates were closed and whose construction estimates have not been closed should come next in the arrangement and they should be detailed in the order of the dates of sanction to the estimates,,06:
The revenue accounts should be opened for a project as soon as any section of it is completed and begins to yield revenue.,,07:
A simple debit and credit account showing the charges for the interest on one side and net revenue or deficit on other as worked out in Part III,Part IV (Interest Account),08:
Interest is calculated on the total direct capital outlay to end of the previous year plus half the outlay of the year itself.,,09:
Part V the account of indirect charges is prepared in two separate sections-Capital and Revenue,,10:
At twenty times the annual amount of land revenue remitted is capitalised,,11:
"The actual expenditure, where it is readily ascertainable as in the case of separate Audit and Account Offices constituted for specific projects otherwise",1% of work Exp.,12:
"The proceeds of ""Betterment levy"" though treated as indirect receipts in the Accounts, should be taken in reduction of Indirect Capital Expenditure in the Administrative Accounts",,13:
The Administrative Accounts should be submitted as soon as possible after closing the final accounts for March.,,14:
"For the purpose of the review the figures shown against the minor bead ""Recoveries of Expenditure"" should be deducted both from ""Gross Receipts"" and from ""Gross Working Expenses""",,15:
Two copies of the accounts (with Report) should also be submitted simultaneously to the CAG,,16:
